hsk,word,radicals,examples,strokeCount
3,接,扌妾,接 直接 接受 接着 接触 接近 迎接 接待 再接再厉 间接 衔接 接连,11
3,阳,阝日,太阳 阳光 阳台 夕阳,6
3,烧,火尧,发烧 燃烧,10
3,阿,阝可,阿姨,7
3,附,阝付,附近 附属 附件 附和,7
3,康,广隶,健康,11
3,提,扌是,提高 提供 提醒 提前 提 提问 提倡 提纲 提示 前提 提议 提拔 提炼,12
3,除,阝余,除了 删除 除非 除夕 消除 清除 排除 解除 开除 废除 除,9
3,碗,石宛,碗,13
3,澡,氵喿,洗澡,16
3,糕,米羔,蛋糕 糟糕,16
3,糖,米唐,糖,16
3,园,囗元,公园 幼儿园 园林,7
3,趣,走取,感兴趣 有趣 趣味 风趣 乐趣,15
3,图,囗冬,图书馆 地图 意图 试图 图案 企图,8
3,怕,忄白,害怕 恐怕 可怕 哪怕,8
3,急,刍心,着急 紧急 急忙 急诊 当务之急 急于求成 急功近利 急切 急躁 焦急 急剧,9
3,怪,忄圣,奇怪 怪不得 难怪 责怪 古怪,8
3,包,勹巳,面包 包 包子 包裹 包括 包含 包装 打包 承包 包围 包袱 包庇,5
3,总,丷口心,总是 总结 总裁 总之 总统 总理 总共 总算 总而言之 总和,9
3,跟,足艮,跟 跟随 跟踪 跟前,13
3,查,木旦,检查 调查 审查 查获,9
3,化,亻匕,变化 文化 化学 消化 二氧化碳 潜移默化 多元化 化妆 简化 进化 融化 化石 化肥 恶化 化验,4
3,万,一,万 千万 万一 万分,3
3,且,月一,不但……而且…… 并且 尚且 况且 暂且 姑且,5
3,世,廿,世界 世纪 去世 举世瞩目 世代 逝世 问世,5
3,业,一,作业 专业 职业 毕业 企业 行业 商业 业务 农业 工业 营业 失业 业余 兢兢业业 创业 产业 就业 事业 物业 敬业,5
3,黄,由八,黄河 黄金 黄昏,11
3,半,丷牛,半 半夜 半途而废,5
3,季,禾子,季节 季军 季度 淡季,8
3,主,丶王,主要 主意 主题 主人 主动 主持 公主 主任 主张 主席 主观 东道主 做主 主流 自主 主管 主义 主办 主导 民主 主权,5
3,然,肰灬,虽然……但是…… 虽然 然后 当然 突然 自然 既然 仍然 竟然 然而 显然 依然 必然 忽然 不然 居然 果然 偶然 一目了然 理所当然 恍然大悟 天然气 固然 茫然 毅然 公然,12
3,举,兴扌,举行 举办 举 举足轻重 一举两得 举世瞩目 列举 举动 选举,9
3,单,丷,简单 菜单 单位 单独 单纯 单元 单调 传单 床单,8
3,南,十冂丷干,南方 南 南辕北辙 指南针,9
3,难,又隹,难过 难 难道 困难 难受 难怪 难免 难能可贵 灾难 艰难 难得 为难 难堪,10
3,久,勹,久 悠久 持久,3
3,乎,丿丷,几乎 在乎 似乎,5
3,安,宀女,安静 安全 安排 安娜 安装 安慰 平安 不安 公安局 安置 安宁 治安 安详,6
3,汁,氵十,果汁,5
3,求,一氺,要求 追求 请求 征求 精益求精 实事求是 急于求成 供不应求 需求 力求 谋求,7
3,搬,扌般,搬,13
3,舒,舍予,舒服 舒适 舒畅,12
3,定,宀疋,一定 决定 肯定 规定 说不定 否定 确定 稳定 固定 定义 坚定 指定 特定 鉴定 定期 认定 奠定 镇定 断定 拟定,8
3,实,宀头,其实 实在 确实 诚实 实际 实现 真实 实用 事实 现实 实践 实习 果实 实验 实话 结实 老实 名副其实 实事求是 切实 实力 实施 扎实 实惠 证实 实行 充实 忠实 踏实 落实 坚实 实质 朴实,8
3,照,昭灬,照相机 照片 照顾 护照 按照 照 执照 照常 照样 照耀 对照 参照 关照,13
3,历,厂力,历史 经历 学历 简历 日历 历代 来历 历来 农历,4
3,般,舟殳,一般,10
3,角,⺈用,角 角度 角色 角落,7
3,于,二亅,关于 终于 由于 于是 对于 属于 等于 善于 至于 在于 位于 于 无动于衷 急于求成 鉴于 过于 便于 勇于,3
3,熊,能灬,熊猫,14
3,云,二厶,小云 云,4
3,解,角刀牛,了解 解决 理解 解释 缓解 见解 分解 解除 解放 和解 溶解 误解 解剖 谅解 调解 辩解 瓦解 解散 解雇 解体,13
3,地,土也,地方 地图 地铁 地 地址 地球 地点 地区 地理 当地 土地 地位 地震 地道 陆地 地毯 翻天覆地 殖民地 基地 地质 地步 地势 阵地 盆地 耕地,6
3,甜,舌甘,甜,11
3,当,⺌彐,当然 当时 当 当地 相当 当心 上当 当务之急 理所当然 不敢当 当事人 当前 当代 当初 正当 妥当 恰当 当选 当场 当面 充当,6
3,用,冂,信用卡 用 使用 作用 日用品 应用 利用 实用 运用 采用 用途 用功 用户 通用 引用 耐用,5
3,坏,土不,坏 破坏 败坏 损坏,7
3,画,一凵田,画 动画片 画蛇添足 漫画,8
3,树,木对,树 树立,9
3,界,田介,世界 境界 外界 界限 边界,9
3,节,艹,节目 节日 季节 六一儿童节 节约 节 国庆节 细节 节省 节食 端午节 元宵节 调节 环节 节奏 情节 礼节 节制,5
3,,,,
3,根,木艮,根据 根本 根 根深蒂固 归根到底 根源,10
3,害,宀丰口,害怕 厉害 害羞 伤害 危害 灾害 迫害 陷害 利害,10
3,容,宀谷,容易 内容 形容 刻不容缓 阵容 容忍 宽容 容器 从容 容貌 容纳,10
3,宾,宀兵,宾馆 嘉宾,10
3,厨,厂豆寸,厨房,12
3,惯,忄贯,习惯 惯例,11
3,参,厶大彡,参加 参观 参与 参考 参照 参谋,8
3,又,,又,2
3,双,又又,双 双方 双胞胎,4
3,需,雨而,需要 需求,14
3,发,又,发现 头发 发烧 发 发生 发展 出发 沙发 理发 发表 开发 发挥 发言 启发 发票 发达 发明 发愁 发抖 发布 发行 批发 发誓 激发 发育 散发 爆发 发觉 发财 颁发 自发 蒸发 发射 发炎 发扬 迸发 发动 发呆,5
3,叔,上小又,叔叔,8
3,变,亦又,变化 改变 转变 演变 变质 变迁 变故,8
3,口,冂一,路口 口 入口 人口 进口 口味 出口 借口 胃口 口腔 港口 口音 口头 口气 缺口 可口,3
3,句,勹口,句子,5
3,示,二小,表示 显示 出示 提示 展示 启示 指示 暗示 示范 示意 示威 请示,5
3,礼,礻乚,礼物 礼拜天 礼貌 婚礼 礼尚往来 典礼 礼节 敬礼,5
3,河,氵可,黄河,8
3,只,口八,只有……才…… 只 只要 只好,5
3,鼻,自畀,鼻子 鼻涕,14
3,史,口乂,历史,5
3,虽,口虫,虽然……但是…… 虽然,9
3,祝,礻兄,祝贺 祝福 庆祝,9
3,法,氵去,办法 方法 语法 无法 法律 看法 合法 法院 想方设法 书法 非法 手法 司法 法人 宪法,8
3,注,氵主,注意 注册 注重 注视 注射 注释,8
3,花,艹化,花花 花 花生 烟花爆竹 锦上添花 花瓣 棉花 花蕾,7
3,静,青争,安静 冷静 平静 寂静 动静 镇静,14
3,心,,关心 担心 小心 放心 心情 信心 耐心 开心 伤心 粗心 中心 心理 爱心 核心 决心 热心 专心 心脏 灰心 当心 点心 操心 虚心 小心翼翼 齐心协力 称心如意 心甘情愿 心眼儿 心得 良心 心灵 心态 精心 衷心 恶心 重心 野心 心血 心疼 狠心 成心,4
3,必,心丿,必须 必要 必然 何必 未必 务必 势必,5
3,忘,亡心,忘记 废寝忘食 备忘录,7
3,借,亻昔,借 借口 借助 借鉴,10
3,城,土成,城市 长城 城堡,9
3,鞋,革圭,皮鞋,15
3,疼,疒冬,疼 疼爱 心疼,10
3,梯,木弟,电梯,11
3,健,亻建,健康 健身 健全,10
3,感,咸心,感兴趣 感冒 感觉 感情 感动 感谢 感受 感激 敏感 感想 反感 性感 感染 灵感 感慨,13
3,检,木佥,检查 检验 检讨,11
3,愿,原心,愿意 志愿者 愿望 自愿 心甘情愿 宁愿,14
3,层,尸云,层 层出不穷 层次 阶层,7
3,居,户古,邻居 居然 居民 居住,8
3,伞,人,伞,6
3,选,辶先,选择 筛选 选手 当选 选举 候选 选拔 竞选,9
3,秋,禾火,秋天 秋,9
3,种,禾中,种 种类 种植 种子 品种 种族 播种,9
3,爬,爪巴,爬山,8
3,爷,父卩,爷爷,6
3,通,辶甬,普通话 通过 通知 交通 沟通 通常 通货膨胀 通缉 通用 通讯 卡通 精通 通俗 畅通 流通,10
3,山,凵丨,爬山 香山 山脉,3
3,位,亻立,位 座位 位置 单位 地位 位于 职位 岗位 部位 学位 诸位 方位,7
3,低,亻氐,降低 低 低落 贬低,7
3,片,,照片 动画片 名片 片面 片 片刻 片断,4
3,周,冂土口,周明 周末 周 周围 周到 众所周知 周期 周边 周年 周转 周密 周折,8
3,牙,,刷牙 牙膏 牙齿,4
3,空,穴工,空调 空气 填空 空儿 空 空间 空闲 天空 空前绝后 航空 太空 空虚 空白 空洞 空想 空隙,8
3,遇,辶禺,遇到 待遇 遭遇 机遇,12
3,物,牛勿,礼物 动物 购物 植物 博物馆 食物 人物 物质 宠物 事物 物理 物美价廉 生物 刊物 文物 物业 物资,8
3,突,穴犬,突然 突出 突破 冲突,9
3,放,方攵,放心 放 放暑假 放弃 放松 播放 开放 释放 解放 放大 排放 放射,8
3,音,立日,音乐 声音 录音 拼音 收音机 音响 噪音 口音 知音,9
3,故,古攵,故事 故意 故障 事故 缘故 故乡 变故,9
3,使,亻吏,大使馆 使用 即使 使 使劲儿 促使 使命 致使,8
3,特,牛寺,特别 特点 特色 特殊 独特 模特 特征 特定 特长 特意,10
3,敢,耳攵,勇敢 敢 不敢当,11
3,草,艹早,草 起草 草率 草案,9
3,像,亻象,像 好像 不像话 偶像 肖像,13
3,数,娄攵,数学 数字 数量 数据 数码 无数 数 指数 数额 算数,13
3,瘦,疒叟,瘦,14
3,文,亠乂,中文 文化 文章 文学家 文学 文字 作文 文件 论文 文明 文具 文艺 天文 文物 文献 散文 文凭 文雅 斯文,4
3,境,土竟,环境 边境 处境 境界,14
3,楚,林疋,清楚,13
3,响,口向,影响 响 响应 音响 响亮,9
3,鲜,鱼羊,新鲜 海鲜 鲜艳 鲜明,14
3,楼,木娄,楼,13
3,轻,车又工,年轻 轻松 轻 轻易 轻视 举足轻重,9
3,较,车交,比较 计较 较量,10
3,辆,车两,辆,11
3,邮,由阝,电子邮件 邮局,7
3,哭,口口犬,哭 哭泣,10
3,邻,令阝,邻居,7
3,信,亻言,信用卡 相信 信息 信心 短信 自信 信封 信号 信任 信仰 信赖 信念 信誉 确信 威信 迷信,9
3,议,讠义,会议 建议 议论 不可思议 协议 争议 抗议 提议 倡议,5
3,方,亠,王方 地方 方便 南方 北方 方法 方面 方向 双方 方式 对方 方案 大方 平方 方 想方设法 千方百计 官方 方言 立方 比方 方针 方位 方圆,4
3,记,讠己,笔记本电脑 笔记本 记得 忘记 日记 记者 死记硬背 记录 记忆 登记 记载 标记 传记 书记 惦记 记性,5
3,讲,讠井,讲 演讲 讲座 讲究,6
3,词,讠司,词典 词语 词汇,7
3,级,纟及,年级 初级中学 高级 超级 初级 等级 级别 上级,6
3,旧,丨日,旧 依旧 仍旧 陈旧,5
3,该,讠亥,应该 活该,8
3,须,彡页,必须 须知 胡须,9
3,顾,厄页,照顾 顾客 不屑一顾 统筹兼顾 后顾之忧 回顾 顾问 不顾 顾虑,10
3,练,纟柬,练习 训练 熟练 教练 排练 操练,8
3,终,纟冬,终于 始终 终止 终点 终身 终究,8
3,结,纟吉,结束 结婚 结果 总结 结构 结合 结论 结实 结账 团结 结局 冻结 结算 结晶 巴结 勾结,9
3,绩,纟责,成绩,11
3,声,士,声音 声调 鸦雀无声 声明 相声 声誉 声势,7
3,盘,舟皿,盘子 键盘 光盘 盘旋,11
3,戏,又戈,游戏 戏剧,6
3,铁,钅失,地铁 钢铁 斩钉截铁,10
3,铅,钅几口,铅笔,10
3,绿,纟录,绿,11
3,成,丁戈,成绩 完成 成为 成功 养成 赞成 成长 造成 形成 成分 成就 组成 成果 成人 成语 成熟 成立 构成 相辅相成 急于求成 成本 成员 达成 成交 合成 成天 成效 落成 现成 成心,6
3,或,戈口一,或者 或许,8
3,目,口二,节目 目的 项目 目前 目录 目标 题目 一目了然 举世瞩目 科目 栏目 目光 盲目 目睹,5
3,直,十目一,一直 直接 简直 直 理直气壮 直播 垂直 直径,8
3,相,木目,照相机 相信 互相 相同 相反 相关 相似 相对 相处 相当 相辅相成 不相上下 真相 相应 相等 相声 相差,9
3,者,耂日,或者 作者 记者 志愿者 患者,8
3,其,甘一八,其他 其实 其中 尤其 其次 与其 其余 极其 莫名其妙 名副其实,8
3,典,曲八,词典 经典 古典 典礼 典型,8
3,而,,不但……而且…… 然而 而 从而 反而 因而 半途而废 不言而喻 侃侃而谈 总而言之 锲而不舍 而已 进而 时而,6
3,迟,辶尺,迟到 推迟 迟早 迟缓 迟疑 迟钝,7
3,银,钅艮,银行 银子 银,11
3,冒,日目,感冒 冒险 冒犯 冒充,9
3,笔,⺮毛,铅笔 笔记本电脑 笔记本,10
3,才,扌,只有……才…… 刚才 人才 天才 才干,3
3,耳,二,耳朵 耳环,6
3,扫,扌彐,打扫,6
3,清,氵青,清楚 清淡 清晰 清除 清洁 清理 清晨 清醒 清澈 澄清 清真,11
3,啊,口阿,啊,10
3,调,讠周,空调 调查 调整 强调 调皮 单调 声调 调节 协调 调动 调剂 调解 调和 调料,10
3,聪,耳总,聪明,15
3,把,扌巴,把 把握 把关 把手,7
3,易,日勿,容易 贸易 轻易 交易,8
3,啤,口卑,啤酒,11
3,风,几乂,刮风 麦克风 风险 风格 风景 风俗 一帆风顺 风土人情 风暴 台风 风趣 风光 风气 风味 作风 风度 威风,4
3,渴,氵曷,渴 渴望,12
3,萄,艹匋,葡萄,11
3,春,日,春天 春 青春,9
3,筷,⺮快,筷子,13
3,简,⺮间,简单 简历 简直 简体字 简化 精简 简要 简陋,13
3,复,亻日夂,复习 复杂 复印 恢复 复制 反复 重复 复活 修复 复仇 复兴 报复 答复,9
3,夏,一自夂,夏天 夏 夏令营,10
3,酒,氵酉,啤酒 酒吧 酒窝 酒精 酗酒,10
3,算,⺮具,打算 计算 总算 算 精打细算 结算 运算 预算 算数 合算,14
3,冬,夂⺀,冬天 冬,5
3,冰,冫水,冰箱 冰激凌 冰雹,6
3,决,冫夬,解决 决定 决心 决赛 坚决 判决 决策 表决 否决,6
3,头,⺀大,头发 石头 木头 馒头 骨头 水龙头 舌头 镜头 枕头 码头 口头 拳头,5
3,净,冫争,干净,8
3,普,並日,普通话 普遍 普及,12
3,奇,大可,奇怪 好奇 奇迹 神奇 奇妙 惊奇,8
3,葡,艹匍,葡萄,11
3,网,冂乂乂,上网 互联网 网站 网球 网络,6
3,护,扌户,护照 保护 护士 救护车 爱护 维护 守护 拥护 掩护 辩护,7
3,锻,钅段,锻炼,14
3,如,女口,如果 比如 例如 如何 假如 不如 如今 一如既往 称心如意 犹如 譬如,6
3,担,扌旦,担心 承担 担任 负担 担保,8
3,育,亠厶⺼,体育 教育 生育 发育 培育 孕育,8
3,镜,钅竟,眼镜 镜子 镜头,16
3,择,扌,选择 不择手段,8
3,箱,⺮相,行李箱 冰箱,15
3,胖,⺼半,胖,9
3,环,王不,环境 耳环 循环 环节,8
3,拿,合手,拿 拿手,10
3,街,行圭,街道,12
3,差,羊工,差 差不多 出差 差异 差距 时差 差别 相差 偏差 误差,9
3,己,乚,自己 各抒己见,3
3,衫,衤彡,衬衫,8
3,衬,衤寸,衬衫 衬托,8
3,重,千里,重要 重视 重新 尊重 严重 重点 重 重大 重复 重量 举足轻重 任重道远 重叠 注重 沉重 着重 慎重 重心 隆重 郑重 比重 保重 庄重,9
3,满,氵艹两,满意 满 充满 满足 美满 圆满 丰满 自满,13
3,刚,冈刂,小刚 刚才 刚,6
3,饱,饣包,饱 饱经沧桑 饱和,8
3,更,一曰乂,更 自力更生 更新 更正,7
3,饿,饣我,饿 饥饿,10
3,蓝,艹监,蓝 蔚蓝,13
3,刮,舌刂,刮风,8
3,刷,尸巾刂,刷牙 印刷,8
3,刻,亥刂,刻 深刻 时刻 立刻 刻苦 刻不容缓 片刻 雕刻,8
3,香,禾日,香蕉 香山 香 香肠,9
3,姨,女夷,阿姨,9
3,婚,女昏,结婚 婚姻 离婚 婚礼,11
3,短,矢豆,短 短信 缩短 短促,12
3,矮,矢委,矮,13
3,市,亠巾,城市 超市 市场,5
3,被,衤皮,被 被子 被动 被告,10
3,脚,⺼却,脚,11
3,带,卅冖巾,带 系领带 领带 带领 携带 磁带 温带,9
3,灯,火丁,灯 灯笼,6
3,闻,门耳,新闻 闻 喜闻乐见 见闻,9
3,力,丿,努力 巧克力 能力 压力 力气 力量 魅力 尽力 精力 权力 无能为力 竭尽全力 力所能及 全力以赴 齐心协力 自力更生 力争 暴力 实力 动力 致力 势力 潜力 智力 活力 力求 视力 威力 吃力 魄力 得力 毅力,2
3,办,力八,办公室 办法 举办 办理 主办 承办,4
3,裙,衤君,裙子,12
3,理,王里,经理 管理 理解 理想 整理 修理 理发 心理 处理 理由 合理 地理 道理 理论 物理 办理 总理 无理取闹 理所当然 理直气壮 岂有此理 真理 代理 推理 助理 原理 清理 条理 生理 治理 情理 理智 审理 理睬,11
3,帽,巾冒,帽子,12
3,脸,⺼佥,脸,11
3,裤,衤库,裤子 牛仔裤,12
3,换,扌奂,换 兑换 交换,10
3,据,扌居,根据 数据 证据 据说 收据 依据 占据 据悉,11
3,演,氵寅,演出 表演 演员 演讲 导演 扮演 演绎 演变 演奏 演习,14
3,干,一十,干净 饼干 干杯 干 干活儿 干燥 能干 干脆 枝干 若干 干扰 干预 干涉 才干 干旱 骨干 干劲,3
3,平,干丷,水平 平时 平安 平均 和平 平衡 平静 平等 公平 平常 平方 平 平凡 平原 平行 平面 平坦 平庸,5
3,腿,⺼退,腿,13
3,末,木一,周末 粉末,5
3,应,广⺍一,应该 适应 应聘 应用 反应 应付 答应 供不应求 相应 对应 响应 应酬 应邀,7
3,朵,几木,耳朵 朵,6
3,马,一,马可 马上 马 马虎,3
3,加,力口,参加 加油站 增加 加班 雪上加霜 加工 加剧 施加,5
3,李,木子,李小美 行李箱,7
3,努,奴力,努力,7
3,束,木口,结束 无拘无束 约束 束缚 拘束 束,7
3,赛,宀贝,比赛 决赛 竞赛,14
3,条,夂木,面条 条 条件 苗条 有条不紊 条款 条理 条约 便条,7
3,蕉,艹焦,香蕉,14
3,骑,马奇,骑,11
3,鸟,,鸟,5
4,松,木公,轻松 放松,8
4,破,石皮,破 破坏 破产 突破 破例,10
4,础,石出,基础,10
4,林,木木,森林 园林,8
4,推,扌隹,推迟 推 推荐 推广 推辞 推理 推销 推测 推翻 推论,11
4,烟,火因,抽烟 烟花爆竹 炊烟,10
4,硕,石页,硕士,11
4,趟,走尚,趟,15
4,母,,母亲 字母 母语 岳母 伯母,5
4,烦,火页,烦恼 麻烦 不耐烦,10
4,度,广廿又,速度 态度 温度 角度 制度 程度 度过 摄氏度 过度 年度 一度 幅度 密度 季度 风度,9
4,毕,比十,毕业 毕竟 完毕,6
4,座,广坐,座位 座 讲座 座右铭 插座,10
4,际,阝示,国际 实际 交际 之际,7
4,毛,乇一,羽毛球 毛巾 毛 毛病 眉毛,4
4,降,阝夅,降低 降落 降临 投降,8
4,硬,石更,死记硬背 硬件 硬 僵硬 坚硬,12
4,确,石角,正确 确实 准确 确定 确认 的确 明确 确保 确切 确信 精确 确立,12
4,限,阝艮,限制 期限 极限 界限 局限,8
4,险,阝佥,危险 风险 保险 冒险,9
4,握,扌屋,掌握 把握 握手,12
4,陪,阝咅,陪,10
4,精,米青,精彩 精神 精力 精益求精 博大精深 聚精会神 精打细算 无精打采 精华 精心 精致 精通 精确 酒精 精简 精密,14
4,随,阝迶,随着 随便 随时 随身 随手 跟随 随即 伴随 随意,11
4,至,一厶土,甚至 至少 至于 至今 无微不至 截至 以至,6
4,困,囗木,困难 困 贫困,7
4,围,囗韦,周围 范围 围巾 围绕 包围,7
4,怀,忄不,怀疑 怀孕 怀念 关怀 胸怀,7
4,态,太心,态度 状态 心态 形态 生态 姿态 表态 事态 神态 动态,8
4,激,氵敫,激动 冰激凌 感激 刺激 激烈 激情 激发 激励,16
4,怜,忄令,可怜,8
4,瓶,并瓦,瓶子,10
4,性,忄生,性别 性格 个性 性质 性感 性能 性命 慢性 人性 弹性 任性 索性 记性,8
4,染,氿木,污染 传染 感染 染,9
4,距,足巨,距离 差距,11
4,匙,是匕,钥匙,5
4,恐,巩心,恐怕 争先恐后 恐怖 恐惧 恐吓,10
4,与,一,与 参与 与其 与日俱增,3
4,柿,木市,西红柿,9
4,专,一,专业 专门 专家 专心 专题 专利 专长 专程,4
4,区,匸乂,区别 郊区 地区 社区 区域 区分,4
4,丢,王厶,丢 丢三落四 丢人,6
4,严,亚厂,严重 严格 严肃 严厉 尊严 严峻 严密 庄严 严禁 严寒,7
4,麻,广林,麻烦 麻痹 麻木 麻醉,11
4,孙,子小,孙子,6
4,民,巳戈,民族 人民币 人民 移民 农民 殖民地 居民 公民 民间 民主 渔民,5
4,丰,三丨,丰富 丰盛 丰收 丰满,4
4,恼,忄亠凶,烦恼 恼火,9
4,孤,子瓜,孤独 孤立,8
4,丽,一冂丶冂丶,小丽 美丽 华丽 壮丽,7
4,悉,釆心,熟悉 据悉,11
4,言,亠二口,语言 发言 不言而喻 总而言之 预言 言论 方言 谣言 寓言 序言,7
4,默,黑犬,幽默 沉默 潜移默化 默默,16
4,博,十尃,博士 博物馆 博大精深 博览会 赌博,12
4,集,隹木,集中 集合 集体 集团 采集,12
4,卡,上卜,信用卡 卡车 卡通,5
4,之,丶,百分之 之 总之 当务之急 总而言之 后顾之忧 天伦之乐 反之 之际,3
4,悔,忄每,后悔 悔恨,10
4,弃,亠厶廾,放弃 抛弃 唾弃,7
4,弄,玉廾,弄 玩弄,7
4,乒,丘丿,乒乓球,5
4,乓,丘丶,乒乓球,5
4,永,水,永远 永恒,5
4,乘,禾北,乘坐 乘,10
4,印,卩,印象 打印 复印 印刷,5
4,危,厃㔾,危险 危害 危机,6
4,式,弋工,正式 开幕式 方式 形式 样式 模式 格式 仪式 款式 公式,6
4,即,卩,即使 立即 即 即将 随即 即便,7
4,却,去卩,却 冷却,7
4,引,弓丨,引起 吸引 引导 引擎 引用,4
4,圆,囗员,圆 圆满 团圆 方圆 椭圆,10
4,厉,厂万,厉害 再接再厉 严厉,5
4,乱,舌乚,乱 混乱 扰乱 捣乱 胡乱,7
4,压,厂土丶,压力 压岁钱 血压 压迫 压缩 压抑 压制 气压 压榨,6
4,厌,厂犬,讨厌 厌倦 厌恶,6
4,汗,氵干,汗,6
4,观,又见,参观 观众 观点 观察 客观 乐观 观念 主观 悲观 美观 可观 壮观 观光 宏观 微观,6
4,规,夫见,规定 规矩 规则 规律 规模 规划 规范 正规 规格 规章,8
4,江,氵工,长江,6
4,航,舟亢,航班 导航 航空 航天 航行,10
4,污,氵亏,污染 贪污 污蔑,6
4,厚,厂日子,厚 得天独厚 深情厚谊 浓厚 雄厚,9
4,汤,氵昜,汤,6
4,原,厂泉,原因 原来 原谅 原则 原料 原理 原始 平原 还原 原先 原告,10
4,弹,弓单,弹钢琴 弹性 子弹 导弹,11
4,争,⺈彐亅,竞争 战争 争取 争论 争先恐后 力争 争议 争夺 斗争 争端 争气,6
4,紧,又糸,紧张 不要紧 紧急 赶紧 抓紧 紧迫,10
4,互,二,互联网 互相,4
4,亚,一业,亚洲 亚军,6
4,甚,甘匹,甚至,9
4,圾,土及,垃圾桶,6
4,熟,孰灬,熟悉 成熟 熟练,15
4,址,土止,地址,7
4,彩,采彡,精彩 色彩 彩虹 剪彩 彩票 光彩,11
4,沙,氵少,沙发 沙漠 沙滩,7
4,由,田,由于 由 理由 自由 不由得,5
4,申,日丨,申请 申报,5
4,标,木示,标准 鼠标 目标 标志 标点 标题 指标 标记 商标 招标 标本,9
4,坚,又土,坚持 坚强 坚决 坚定 坚固 坚实 坚硬 坚韧,7
4,艺,艹乙,艺术 工艺品 文艺 手艺,4
4,往,彳王,往 往往 交往 往返 一如既往 礼尚往来 以往 往事 向往 往常,8
4,撞,扌童,撞,15
4,律,彳聿,法律 律师 规律 纪律 一律 旋律,9
4,留,卯田,留学 留 保留 留念 遗留 残留 留恋 留神 滞留 拘留,10
4,垃,土立,垃圾桶,8
4,格,木各,价格 严格 合格 表格 性格 资格 风格 格外 及格 格式 人格 规格 格局,10
4,惊,忄京,吃惊 惊讶 惊奇 震惊 惊动,11
4,案,安木,答案 方案 案例 档案 图案 案件 草案,10
4,宽,宀苋,宽 宽容 宽敞,10
4,惜,忄昔,可惜 珍惜 爱惜 不惜 惋惜,11
4,寄,宀奇,寄 寄托,11
4,密,宓山,密码 秘密 密切 亲密 保密 机密 密度 精密 密封 严密 周密 稠密,11
4,富,宀畐,丰富 富 财富 富裕,12
4,寒,宀,寒假 严寒 寒暄,12
4,交,六乂,交流 交通 交 打交道 交往 交换 交际 外交 立交桥 交易 成交 交叉 交代 交涉 杂交,6
4,疑,匕矢疋,怀疑 疑问 疑惑 迟疑 嫌疑,14
4,桥,木乔,桥 立交桥 桥梁,10
4,察,宀祭,警察 观察 考察,14
4,鼓,壴支,鼓励 鼓舞 鼓掌 鼓动,13
4,虎,虍几,老虎 马虎 狼吞虎咽,8
4,及,又,来不及 来得及 及时 以及 及格 迫不及待 力所能及 涉及 普及 及早,3
4,亲,立一小,父亲 母亲 亲戚 亲自 亲爱 亲切 亲密 亲热,9
4,反,厂又,反对 相反 反应 反而 反映 反复 反正 违反 反感 反馈 反抗 反问 反驳 反之 反思 反面 反射 反常,4
4,虑,虍心,考虑 无忧无虑 顾虑,10
4,桶,木甬,垃圾桶,11
4,亿,亻乙,亿,3
4,取,耳又,取 取消 录取 采取 争取 吸取 无理取闹 索取 取缔,8
4,受,爫冖又,受不了 接受 受到 难受 受 感受 享受 受伤 承受 遭受 忍受 受罪,8
4,仅,亻又,不仅,4
4,导,巳寸,导游 辅导 指导 导致 领导 导演 导航 引导 主导 倡导 导向 导弹 向导,6
4,仍,亻乃,仍然 仍旧,4
4,另,口力,另外,5
4,社,礻土,社会 报社 社区,7
4,仔,亻子,仔细 牛仔裤,5
4,油,氵由,加油站 汽油 酱油 油炸 石油 油漆 油腻 柴油,8
4,台,厶口,台 阳台 电台 台阶 柜台 台风,5
4,叶,口十,叶子,5
4,播,扌番,广播 播放 传播 直播 播种,15
4,代,亻弋,时代 现代 代表 古代 年代 代替 近代 新陈代谢 代理 后代 代价 当代 历代 朝代 世代 交代,5
4,燥,火喿,干燥 枯燥,17
4,齐,文,整齐 齐心协力 齐全 一齐,6
4,神,礻申,精神 神秘 神话 聚精会神 神奇 神圣 神经 眼神 神仙 留神 神态 神气 出神,9
4,价,亻介,价格 讨价还价 评价 价值 物美价廉 代价,6
4,任,亻壬,任何 任务 责任 信任 担任 主任 任重道远 任意 任性 任命 上任,6
4,微,彳山兀攵,稍微 微笑 无微不至 微不足道 微观,13
4,份,亻分,份 身份 股份 备份,6
4,泪,氵目,流泪 热泪盈眶,8
4,忆,忄乙,回忆 记忆,4
4,倍,亻咅,倍,10
4,禁,林示,禁止 不禁 严禁,13
4,泼,氵发,活泼 泼,8
4,擦,扌察,擦 摩擦,17
4,龄,齿令,年龄,13
4,福,礻畐,幸福 祝福 福利 福气,13
4,志,士心,杂志 志愿者 标志 意志 同志 志气,7
4,苦,艹古,辛苦 苦 痛苦 艰苦 刻苦 苦尽甘来 吃苦 苦涩,8
4,值,亻直,值得 价值 值班,10
4,忽,勿心,忽然 忽视 忽略 疏忽,8
4,假,亻叚,请假 放暑假 寒假 假 假如 假设 假装 虚假,11
4,梦,林夕,梦 梦想,11
4,愉,忄俞,愉快,12
4,基,其土,基础 基本 基金 基地 基因,11
4,停,亻亭,停 停顿 停滞 停泊,11
4,将,丬夕寸,将来 即将 将军 将近 将就,9
4,躺,身尚,躺,15
4,尊,酋寸,尊重 尊敬 尊严,12
4,偶,亻禺,偶尔 偶然 配偶 偶像,11
