Erotic Fiction,情色小说,Erotiese fiksie,الخيال المثيرة,Ficció eròtica,Erotische Fiktion,Ερωτική μυθοπλασία,Eroottinen fiktio,Fiction érotique,Ficsean Erotic,कामुक कथा,Erotska fikcija,Erotikus fikció,Fiksi Erotis,Narrativa erotica,エロティックフィクション,에로 소설,Erotische fictie,Erotisk fiksjon,Fikcja erotyczna,Ficção Erótica,Ficțiune erotică,Эротическая фантастика,Ficción erótica,Erotska fantastika,Erotic Fiction,Erotisk fiktion,นิยายอีโรติก,Erotik Kurgu,Tiểu thuyết khiêu dâm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantasy,奇幻,Fantasie,خيال,Fantasia,Hirngespinst,Φαντασία,Fantasia,Fantaisie,Fantaisíocht,कल्पना,Fantazija,Fantázia,Fantasi,Fantasia,ファンタジー,환상,Fantasie,Fantasi,Fantasy,Fantasia,Fantezie,Фантазия,Fantasía,Fantazija,Ndoto,Fantasi,ความเพ้อฝัน,Fantezi,Tưởng tượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folklore,民间传说,Folklore,فلكلور,Folklore,Folklore,Λαογραφία,Kansanperinne,Folklore,Béaloideas,लोक कथाएँ,Folklor,Folklór,Folklore,Folclore,民話,민속,Folklore,Folklore,Folklor,Folclore,Folclor,Фольклор,Folclore,Folklor,Watu,Folklore,คติชาวบ้าน,Folklor,Văn hóa dân gian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,法国,Frankryk,فرنسا,França,Frankreich,Γαλλία,Ranska,France,An Fhrainc,फ़्रांस,Francuska,Franciaország,Prancis,Francia,フランス,프랑스,Frankrijk,Frankrike,Francja,França,Franţa,Франция,Francia,Francuska,Ufaransa,Frankrike,ฝรั่งเศส,Fransa,Pháp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothic Fiction,哥特小说,Gotiese fiksie,الخيال القوطي,Ficció gòtica,Gothic Fiction,Γοτθική μυθοπλασία,Goottilainen fiktio,Fiction gothique,Ficsean Gotach,गॉथिक फिक्शन,Gotička fikcija,Gótikus fikció,Fiksi Gothic,Narrativa gotica,ゴシック小説,고딕 소설,Gotische fictie,Gotisk fiksjon,Fikcja gotycka,Ficção Gótica,Ficțiune gotică,Готическая фантастика,Ficción gótica,Gotska fantastika,Gothic Fiction,Gotisk fiktion,นิยายกอธิค,Gotik Kurgu,Tiểu thuyết Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,希腊,Griekeland,اليونان,Grècia,Griechenland,Ελλάδα,Kreikka,Grèce,An Ghréig,यूनान,Grčka,Görögország,Yunani,Grecia,ギリシャ,그리스,Griekenland,Hellas,Grecja,Grécia,Grecia,Греция,Grecia,Grčka,Ugiriki,Grekland,กรีซ,Yunanistan,Hy Lạp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvard Classics,哈佛经典,Harvard Classics,كلاسيكيات هارفارد,Clàssics de Harvard,Harvard-Klassiker,Κλασικές σπουδές του Χάρβαρντ,Harvardin klassikot,Classiques de Harvard,Clasaicí Harvard,हार्वर्ड क्लासिक्स,Harvardska klasika,Harvard klasszikusok,Klasik Harvard,Classici di Harvard,ハーバードクラシックス,하버드 클래식,Harvard-klassiekers,Harvard-klassikere,Klasyka Harvardu,Clássicos de Harvard,Harvard Classics,Гарвардская классика,Clásicos de Harvard,Harvard Classics,Harvard Classics,Harvard Classics,ฮาร์วาร์ดคลาสสิก,Harvard Klasikleri,Kinh điển Harvard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinduism,印度教,Hindoeïsme,هندوسية,Hinduisme,Hinduismus,Ινδουισμός,Hindulaisuus,Hindouisme,Hiondúchas,हिंदूवाद,Hinduizam,Hinduizmus,Hindu,Induismo,ヒンズー教,힌두교,Hindoeïsme,Hinduisme,Hinduizm,Hinduísmo,Hinduism,Индуизм,Hinduismo,Hinduizam,Uhindu,Hinduism,ศาสนาฮินดู,Hinduizm,Ấn Độ giáo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historical Fiction,历史小说,Historiese fiksie,الخيال التاريخي,Ficció històrica,Historischer Roman,Ιστορικό μυθιστόρημα,Historiallinen fiktio,Fiction historique,Ficsean Stairiúil,ऐतिहासिक कथा,Povijesna fikcija,Történelmi fikció,Fiksi Sejarah,Romanzo storico,歴史小説,역사 소설,Historische fictie,Historisk fiksjon,Fikcja historyczna,Ficção Histórica,Ficțiune istorică,Историческая беллетристика,Ficción histórica,Istorijska fikcija,Fiction ya kihistoria,Historisk fiktion,นิยายอิงประวัติศาสตร์,Tarihsel Kurgu,Tiểu thuyết lịch sử,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horror,恐怖,Afgryse,رعب,Horror,Entsetzen,Φρίκη,Kauhu,Horreur,Uafás,त्रासदायक वस्‍तु,Užas,Horror,Horor,Orrore,ホラー,공포,Verschrikking,Redsel,Horror,Horror,Groază,Ужас,Horror,Horor,Horror,Skräck,สยอง ขวัญ,Korku,Sự ghê rợn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humor,幽默,Humor,الفكاهه,Humor,Humor,Χιούμορ,Huumori,Humour,Greann,हास्य,Humor,Humor,Humor,Umore,ユーモア,유머,Humor,Humor,Humor,Humor,Umor,Юмор,Humor,Humor,Ucheshi,Humor,อารมณ์ขัน,Mizah,Hài hước,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,印度,Indië,الهند,L'Índia,Indien,Ινδία,Intia,Inde,An India,भारत,Indija,India,India,India,インド,인도,India,India,Indie,Índia,India,Индия,India,Indija,India,Indien,อินเดีย,Hindistan,Ấn Độ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,意大利,Italië,إيطاليا,Itàlia,Italien,Ιταλία,Italia,Italie,An Iodáil,इटली,Italija,Olaszország,Italia,Italia,イタリア,이탈리아,Italië,Italia,Włochy,Itália,Italia,Италия,Italia,Italija,Uitalia,Italien,อิตาลี,İtalya,Ý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judaism,犹太教,Judaïsme,يهودية,Judaisme,Judentum,Ιουδαϊσμός,Juutalaisuus,Judaïsme,Giúdachas,यहूदीवाद,Judaizam,Judaizmus,Agama Yahudi,Ebraismo,ユダヤ教,유대교,Jodendom,Jødedom,Judaizm,Judaísmo,Iudaism,Иудаизм,Judaísmo,Judaizam,Uyahudi,Judendom,ศาสนายูดาย,Musevilik,Do Thái giáo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language Education,语言教育,Taalonderrig,تعليم اللغات,Educació lingüística,Sprachunterricht,Γλωσσική Εκπαίδευση,Kielten opetus,Enseignement des langues,Oideachas Teanga,भाषा शिक्षा,Jezično obrazovanje,Nyelvoktatás,Pendidikan Bahasa,Educazione linguistica,言語教育,어학교육,Taalonderwijs,Språkopplæring,Edukacja językowa,Ensino de Idiomas,Educație lingvistică,Языковое образование,Educación Lingüística,Jezičko obrazovanje,Elimu ya Lugha,Språkutbildning,การศึกษาภาษา,Dil Eğitimi,Giáo dục ngôn ngữ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathematics,数学,Wiskunde,رياضيات,Matemàtiques,Mathematik,Μαθηματικά,Matematiikka,Mathématiques,Matamaitic,गणितशास्‍त्र,Matematika,Matematika,Matematika,Matematica,数学,수학,Wiskunde,Matematikk,Matematyka,Matemática,Matematică,Математика,Matemáticas,Matematika,Hisabati,Matematik,คณิตศาสตร์,Matematik,Toán học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie Books,电影书籍,Fliek Boeke,كتب الأفلام,Llibres de pel·lícules,Filmbücher,Βιβλία ταινιών,Elokuvakirjat,Livres de cinéma,Leabhair Scannáin,मूवी की किताबें,Filmske knjige,Filmkönyvek,Buku Film,Libri di film,映画の本,영화 책,Filmboeken,Film Bøker,Książki filmowe,Livros de Filmes,Cărți de filme,Книги о фильмах,Libros de películas,Filmske knjige,Vitabu vya Sinema,Filmböcker,หนังสือภาพยนตร์,Film Kitapları,Sách phim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystery Fiction,悬疑小说,Raaiselfiksie,الخيال الغامض,Ficció de misteri,Kriminalliteratur,Μυθοπλασία μυστηρίου,Mysteerinen fiktio,Fiction policière,Ficsean Mistéire,मिस्ट्री फिक्शन,Misteriozna fikcija,Rejtélyes fikció,Fiksi Misteri,Narrativa del mistero,ミステリーフィクション,미스터리 소설,Mysterie fictie,Mystery Fiction,Fikcja kryminalna,Ficção de Mistério,Ficțiune polițistă,Мистическая фантастика,Ficción de misterio,Misteriozna fikcija,Fiction ya Siri,Mysterier,นิยายลึกลับ,Gizem Kurgu,Tiểu thuyết bí ẩn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythology,神话,Mitologie,ميثولوجيا,Mitologia,Mythologie,Μυθολογία,Mytologia,Mythologie,Miotaseolaíocht,पौराणिक कथाओं,Mitologija,Mitológia,Mitologi,Mitologia,神話,신화학,Mythologie,Mytologi,Mitologia,Mitologia,Mitologie,Мифология,Mitología,Mitologiji,Hadithi ya mythology,Mytologi,เทพนิยาย,Mitoloji,Thần thoại,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napoleonic(Bookshelf),拿破仑（书架）,Napoleonties(Boekrak),نابليون (رف كتب),Napoleònic(Prestatgeria),Napoleonic(Bücherregal),Napoleonic(Ράφι),Napoleonic(Kirjahylly),Napoléonien(Bibliothèque),Napoleonic(Leabharshelf),नेपोलियन (बुकशेल्फ़),Napoleonov (polica za knjige),Napóleoni(könyvespolc),Napoleon (Rak Buku),Napoleonico(Libreria),ナポレオン(本棚),나폴레옹(책장),Napoleontisch (Boekenplank),Napoleonic (bokhylle),Napoleon(Regał na książki),Napoleônico(Estante),Napoleon (Raft),Наполеоновский(Книжная полка),Napoleónico (Estantería),Napoleonic(Polica za knjige),Napoleonic (Mfuko wa Kitabu),Napoleonisk(Bokhylla),นโปเลียน(ชั้นวางหนังสือ),Napolyon(Kitaplık),Napoleonic (Giá sách),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,新西兰,Nieu-Seeland,نيوزيلندا,Nova Zelanda,Neuseeland,Νέα Ζηλανδία,Uusi-Seelanti,Nouvelle-Zélande,An Nua Shéalainn,न्यूज़ीलैंड,Novi Zeland,Új-Zéland,Selandia Baru,Nuova Zelanda,ニュージーランド,뉴질랜드,Nieuw-Zeeland,New Zealand,Nowa Zelandia,Nova Zelândia,Noua Zeelandă,Новая Зеландия,Nueva Zelanda,Novi Zeland,New Zealandi,Nya Zeeland,นิวซีแลนด์,Yeni Zelanda,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Act Plays,单幕剧,Een toneelstuk speel,مسرحيات الفصل الواحد,Obres de teatre en un acte,Einakter,Μονόπρακτα,Yksinäytöksiset näytelmät,Pièces en un acte,Dráma Aon Ghnímh,एक अधिनियम नाटकों,Jedan čin igra,Egyfelvonásos színdarabok,Satu Babak Dimainkan,Opere teatrali in un atto,一幕劇,단막극,Eenakters,En akt spiller,Sztuki jednoaktówki,Um ato joga,Piese într-un act,Одноактные пьесы,Obras de un acto,Jedan čin se reprodukuje,Kitendo kimoja kinacheza,Enaktare,หนึ่งองก์เล่น,Tek Perdelik Oyunlar,Một màn chơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opera,歌剧,Opera,أوبرا,Òpera,Oper,Όπερα,Ooppera,Opéra,Ceoldráma,ओपेरा,Opera,Opera,Opera,Opera,オペラ,오페라,Opera,Opera,Opera,Ópera,Operă,Опера,Ópera,Opera,Opera,Opera,อุปรากร,Opera,Ca kịch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philosophy,哲学,Filosofie,فلسفة,Filosofia,Philosophie,Φιλοσοφία,Filosofia,Philosophie,Fealsúnacht,जीवन-दर्शन,Filozofija,Filozófia,Filsafat,Filosofia,哲学,철학,Filosofie,Filosofi,Filozofia,Filosofia,Filozofie,Философия,Filosofía,Filozofija,Falsafa,Filosofi,ปรัชญา,Felsefe,Triết học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pirates, Buccaneers, Corsairs, etc.",海盗、掠夺者、海盗船等,"Seerowers, Buccaneers, Corsairs, ens.",القراصنة ، القراصنة ، القراصنة ، إلخ.,"Pirates, bucaners, corsaris, etc.","Piraten, Freibeuter, Korsaren usw.","Πειρατές, Buccaneers, κουρσάροι, κλπ.","Merirosvot, Buccaneers, Corsairs jne.","Pirates, boucaniers, corsaires, etc.","Foghlaithe mara, Buccaneers, Corsairs, etc.","समुद्री डाकू, Buccaneers, Corsairs, आदि।","Gusari, Buccaneers, Corsairs, itd.","Kalózok, Buccaneers, Corsairs stb.","Bajak laut, Buccaneers, Corsair, dll.","Pirati, Bucanieri, Corsari, ecc.",海賊、海賊、海賊など,"해적, 해적, 해적 등","Piraten, boekaniers, zeerovers, enz.","Pirater, Buccaneers, Corsairs, etc.","Piraci, korsarze, korsarze itp.","Piratas, Buccaneers, Corsários, etc.","Pirați, Buccaneers, Corsairs, etc.","Пираты, буканьеры, корсары и т.д.","Piratas, bucaneros, corsarios, etc.","Pirati, Buccaneers, Corsairs, itd.","Maharamia, Buccaneers, Corsairs, nk.","Pirater, buckanjärer, korsarer, etc.",โจรสลัด บัคคาเนียร์ โจรสลัด ฯลฯ,"Korsanlar, Korsanlar, Korsanlar vb.","Cướp biển, Buccaneers, Corsairs, v.v.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plays,戏剧,Speel,يلعب,Juga,Theaterstücke,Παίζει,Soittaa,Joue,Drámaí,नाटकों,Igra,Játszik,Memainkan,Gioca,再生,재생,Speelt,Spiller,Odgrywa,Joga,Joacă,Играет,Juega,Igra,Ina,Spelar,บทละคร,Çalış,Chơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poetry,诗歌,Poësie,شعر,Poesia,Poesie,Ποίηση,Runous,Poésie,Filíocht,कविता,Poezija,Költészet,Puisi,Poesia,詩,시,Poëzie,Poesi,Poezja,Poesia,Poezie,Поэзия,Poesía,Poeziju,Mashairi,Poesi,กวีนิพนธ์,Şiir,Thơ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Politics,政治,Politiek,سياسة,Política,Politik,Πολιτική,Politiikka,Politique,Polaitíocht,राजनीतिशास्‍त्र,Politika,Politika,Politik,Politica,政治,정치,Politiek,Politikk,Polityka,Política,Politică,Политика,Política,Politika,Siasa,Politik,การเมือง,Siyaset,Chính trị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precursors of Science Fiction,科幻小说的先驱,Voorlopers van wetenskapfiksie,سلائف الخيال العلمي,Precursors de la ciència-ficció,Vorläufer der Science-Fiction,Πρόδρομοι της επιστημονικής φαντασίας,Science Fictionin edeltäjät,Précurseurs de la science-fiction,Réamhtheachtaithe an Fhicsin Eolaíochta,विज्ञान कथा के अग्रदूत,Prekursori znanstvene fantastike,A sci-fi előfutárai,Prekursor Fiksi Ilmiah,Precursori della fantascienza,サイエンス・フィクションの先駆者,공상 과학 소설의 선구자,Voorlopers van sciencefiction,Forløpere til science fiction,Prekursorzy fantastyki naukowej,Precursores da ficção científica,Precursori ai science fiction-ului,Предшественники научной фантастики,Precursores de la ciencia ficción,Prekursori naučne fantastike,Watangulizi wa Fiction ya Sayansi,Föregångare till science fiction,สารตั้งต้นของนิยายวิทยาศาสตร์,Bilim Kurgunun Öncüleri,Tiền thân của khoa học viễn tưởng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,心理学,Sielkunde,علم النفس,Psicologia,Psychologie,Ψυχολογία,Psykologia,Psychologie,Síceolaíocht,मनोविज्ञान,Psihologija,Pszichológia,Psikologi,Psicologia,心理学,심리학,Psychologie,Psykologi,Psychologia,Psicologia,Psihologie,Психология,Psicología,Psihologija,Saikolojia,Psykologi,จิตวิทยา,Psikoloji,Tâm lý học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racism,种族主义,Rassisme,عنصرية,Racisme,Rassismus,Ρατσισμός,Rasismi,Racisme,Ciníochas,जातिवाद,Rasizam,Rasszizmus,Rasisme,Razzismo,レイシズム,인종 차별,Racisme,Rasisme,Rasizm,Racismo,Rasism,Расизм,Racismo,Rasizam,Ubaguzi,Rasism,คตินิยมเชื้อชาติ,Irkçılık,Phân biệt chủng tộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,参考,Verwysing,مرجع,Referència,Referenz,Αναφορά,Viittaus,Référence,Tagairt,हवाला,Referenca,Utalás,Referensi,Riferimento,参考,참조,Referentie,Referanse,Odniesienie,Referência,Referință,Ссылка,Referencia,Referenca,Kumbukumbu,Hänvisning,หนังสืออ้างอิง,Referans,Tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Stories,校园故事,Skool stories,قصص المدرسة,Contes escolars,Schulgeschichten,Σχολικές Ιστορίες,Koulun tarinoita,Histoires d’école,Scéalta Scoile,स्कूल की कहानियां,Školske priče,Iskolai történetek,Cerita Sekolah,Storie scolastiche,学校の物語,학교 이야기,School Verhalen,Historier fra skolen,Historie szkolne,Histórias Escolares,Povești școlare,Школьные истории,Cuentos escolares,Školske priče,Hadithi za Shule,Berättelser från skolan,เรื่องโรงเรียน,Okul Hikayeleri,Câu chuyện trường học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science Fiction,科幻小说,Wetenskapfiksie,الخيال العلمي,Ciència-ficció,Science-Fiction,Επιστημονική φαντασία,Tieteiskirjallisuus,Science-fiction,Ficsean Eolaíochta,विज्ञान-कथा,Znanstvena fantastika,Sci-fi,Fiksi ilmiah,Fantascienza,サイエンスフィクション,공상 과학 소설,Sciencefiction,Science fiction,Fantastyka naukowa,Ficção científica,Literatură științifico-fantastică,Научная фантастика,Ciencia ficción,Naučna fantastika,Fiction ya Sayansi,Science fiction,นวนิยายวิทยาศาสตร์,Bilim kurgu,Khoa học viễn tưởng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Science Fiction by Women,女性科幻小说,Wetenskapfiksie deur vroue,الخيال العلمي من قبل النساء,Ciència-ficció femenina,Science-Fiction von Frauen,Επιστημονική φαντασία από γυναίκες,Naisten tieteiskirjallisuus,La science-fiction par les femmes,Ficsean Eolaíochta le Mná,महिलाओं द्वारा विज्ञान कथा,Znanstvena fantastika žena,Nők sci-fije,Fiksi ilmiah oleh wanita,La fantascienza delle donne,女性によるサイエンスフィクション,여성에 의한 공상 과학 소설,Sciencefiction door vrouwen,Science Fiction av kvinner,Fantastyka naukowa kobiet,Ficção científica por mulheres,Science Fiction de femei,"Научная фантастика, написанная женщинами",Ciencia ficción hecha por mujeres,Naučna fantastika od žena,Sayansi ya Fiction na Wanawake,Science Fiction av kvinnor,นิยายวิทยาศาสตร์โดยผู้หญิง,Kadınlardan Bilim Kurgu,Khoa học viễn tưởng của phụ nữ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouts,童子军,Verkenners,الكشافه,Scouts,Pfadfinder,Προσκόπους,Partiolaiset,Scouts,Gasóga,स्काउट्स,Izviđači,Cserkészek,Pramuka,Scout,スカウト,스카우트,Scouts,Speidere,Harcerzy,Escuteiros,Cercetaşi,Скаутов,Scouts,Izviрaиi,Skauti,Scouter,ลูกเสือ,Izciler,Hướng đạo sinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Stories,短篇小说,Kortverhale,قصص قصيرة,Contes,Kurzgeschichten,Διηγήματα,Novelleja,Nouvelles,Gearrscéalta,लघु कथाएँ,Kratke priče,Novellák,Cerita Pendek,Racconti,短編小説,단편 소설,Korte verhalen,Noveller,Opowiadań,Contos,Povestiri,Рассказов,Cuentos,Kratke priče,Hadithi fupi,Noveller,เรื่องสั้น,Kısa Öyküler,Truyện ngắn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slavery,奴隶制,Slawerny,الرق,Esclavitud,Sklaverei,Δουλεία,Orjuus,Esclavage,Sclábhaíocht,दासता,Ropstvo,Rabszolgaság,Perbudakan,Schiavitù,奴隷制度,노예 제도,Slavernij,Slaveri,Niewolnictwo,Escravidão,Sclavie,Рабство,Esclavitud,Ropstvo,Utumwa,Slaveri,ความเป็นทาส,Kölelik,Nô lệ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology,社会学,Sosiologie,علم الإجتماع,Sociologia,Soziologie,Κοινωνιολογία,Sosiologia,Sociologie,Socheolaíocht,समाजशास्त्र,Sociologija,Szociológia,Sosiologi,Sociologia,社会学,사회학,Sociologie,Sosiologi,Socjologia,Sociologia,Sociologie,Социология,Sociología,Sociologiju,Sociology,Sociologi,สังคมวิทยา,Sosyoloji,Xã hội học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel,旅行,Reis,سفر,Viatjar,Reise,Ταξιδεύω,Matkustaa,Voyager,Taisteal,यात्रा,Putovati,Utazik,Bepergian,Viaggio,旅行,여행하다,Reizen,Reise,Podróż,Viajar,Călătorie,Путешествовать,Viajar,Putovati,Kusafiri,Resa,เดินทาง,Seyahat,Du lịch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,美国,Verenigde State,الولايات المتحدة الأمريكية,Els Estats Units,USA,Ηνωμένες Πολιτείες,Yhdysvallat,États-Unis,Ná Stáit Aontaithe,संयुक्त राज्य,Sjedinjene Države,Egyesült Államok,Amerika Serikat,Stati Uniti,米国,미국,Verenigde Staten,USA,Stany Zjednoczone,Estados Unidos,Statele Unite,США,Estados Unidos,Sjedinjene Države,Marekani,USA,สหรัฐอเมริกา,Amerika Birleşik Devletleri,Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Law,美国法律,Amerikaanse wetgewing,قانون الولايات المتحدة,Dret dels Estats Units,Recht der Vereinigten Staaten,Το δίκαιο των Ηνωμένων Πολιτειών,Yhdysvaltain oikeus,Droit des États-Unis,Dlí na Stát Aontaithe,संयुक्त राज्य अमेरिका का कानून,Zakon Sjedinjenih Američkih Država,Az Egyesült Államok joga,Hukum Amerika Serikat,Legge degli Stati Uniti,合衆国法,미국법,Nederlands recht,Amerikansk lov,Prawo Stanów Zjednoczonych,Direito dos Estados Unidos,Dreptul Statelor Unite,Законодательство Соединенных Штатов Америки,Ley de los Estados Unidos,Zakon SJEDINJENIH DRŽAVA,Sheria ya Marekani,Förenta staternas lagstiftning,กฎหมายของสหรัฐอเมริกา,Amerika Birleşik Devletleri Hukuku,Luật Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
